variable	year	topic	leftp	n
GOVRESP1	1991	100	65.80125336	1222
GOVRESP1	1992	100	66.51769088	3304
GOVRESP1	1996	100	68.86993603	993
GOVRESP1	1997	100	74.34449375	3093
GOVRESP1	1998	100	72.94751009	814
GOVRESP1	2000	100	80.99787686	2014
GOVRESP1	2002	100	78.21948488	1928
GOVRESP2	1985	100	93.02325581	1501
GOVRESP2	1986	100	91.37529138	1315
GOVRESP2	1990	100	89.2635315	1163
GOVRESP2	1996	100	85.0996852	993
GOVRESP2	2000	100	97.29315628	2015
GOVRESP2	2002	100	95.69012548	1929
GOVRESP3	1985	100	99.05469278	1502
GOVRESP3	1986	100	98.84792627	1317
GOVRESP3	1990	100	99.12587413	1163
GOVRESP3	1996	100	98.46311475	994
GOVRESP3	2000	100	99.69712267	2015
GOVRESP3	2002	100	99.19311458	1927
GOVRESP4	1985	100	98.43962008	1502
GOVRESP4	1986	100	98.77300613	1315
GOVRESP4	1990	100	98.77835951	1163
GOVRESP4	1996	100	97.32234809	994
GOVRESP4	2000	100	98.73225152	2014
GOVRESP4	2001	100	96.88195991	921
GOVRESP4	2002	100	98.60589812	1927
GOVRESP5	1985	100	95.49237171	1501
GOVRESP5	1986	100	90.90189873	1316
GOVRESP5	1990	100	93.85574354	1164
GOVRESP5	1996	100	92.66737513	994
GOVRESP6	1985	100	85.42253521	1502
GOVRESP6	1986	100	86.2667719	1315
GOVRESP6	1989	100	86.30600169	1254
GOVRESP6	1990	100	80.56057866	1163
GOVRESP6	1996	100	77.7537797	993
GOVRESP7	1985	160	74.58840372	1501
GOVRESP7	1986	160	76.01918465	1315
GOVRESP7	1990	160	74.07407407	1163
GOVRESP7	1991	160	73.92086331	1221
GOVRESP7	1996	160	67.28060672	994
GOVRESP7	1998	160	81.66894665	815
GOVRESP8	1990	100	92.68077601	1163
GOVRESP8	1996	100	89.9577167	992
GOVRESP9	1990	100	92.97777778	1164
GOVRESP9	1996	100	88.98395722	993
GOVROLE1	1985	130	49.86702128	1501
GOVROLE1	1986	130	53.2942899	1316
GOVROLE1	1987	130	53.43137255	1243
GOVROLE1	1989	130	69.12521441	1254
GOVROLE1	1990	130	59.8540146	1164
GOVROLE2	1985	130	31.02625298	1501
GOVROLE2	1986	130	34.63035019	1315
GOVROLE2	1987	130	34.81481481	1242
GOVROLE2	1989	130	36.83333333	1255
GOVROLE3	1986	130	53.00859599	1315
GOVROLE3	1987	130	51.82250396	1243
GOVROLE3	1989	130	67.18480138	1255
GOVROLE4	1985	130	14.64285714	1501
GOVROLE4	1986	130	11.1409396	1315
GOVROLE4	1987	130	11.40472879	1244
GOVROLE4	1989	130	8.722741433	1255
GOVROLE4	1990	130	11.942959	1163
GOVROLE5	1985	130	13.12569522	1502
GOVROLE5	1986	130	12.27217497	1316
GOVROLE5	1987	130	13.13394018	1244
GOVROLE5	1989	130	6.534090909	1254
GOVROLE6	1986	130	40.22038567	1315
GOVROLE6	1987	130	44.23963134	1243
GOVROLE6	1989	130	49.32432432	1256
GOVROLE8	1985	130	28.07017544	1501
GOVROLE8	1990	130	25.21588946	1163
GOVWASTE	2003	120	15.95744681	2074
GOVWASTE	2005	120	22.82608696	2011
GRHSEFF2	1993	500	84.67635403	1266
GRHSEFF2	1998	500	90.51094891	889
GRHSEFF2	2000	500	88.10810811	977
HEFEE	2004	140	68.32706767	3200
HEFEE	2005	140	72.46835443	600
HEFEENOW	2000	140	80	1133
HEFEENOW	2001	140	82.20720721	1102
HEFEENOW	2003	140	79.33130699	4432
HEGRANT	1983	140	60.12269939	1719
HEGRANT	1985	140	63.95209581	1770
HEGRANT	1987	140	67.39540143	2766
HEGRANT	1990	140	74.82462977	1345
HILOWTAX	1987	150	77.04485488	1137
HILOWTAX	1991	150	79.88047809	1004
HILOWTAX	1996	150	73.72188139	978
HILOWTAX	1999	150	78.71536524	794
HLPPRMED	1983	130	56.59008464	3955
HLPPRMED	1987	130	54.48320835	3826
HLPPRMED	1992	130	64.17597765	3534
HLPPRMED	1997	130	62.79069767	3615
HLTHFREE	1993	130	84.8935273	600
HLTHFREE	1994	130	86.30223723	600
HLTHFREE	1995	130	85.93082835	600
HLTHFREE	1997	130	86.87132593	600
HLTHFREE	2000	130	89.53171051	600
HLTHPRIO	1993	130	74.79361585	600
HLTHPRIO	1994	130	76.31116963	600
HLTHPRIO	1995	130	77.07365627	600
HLTHPRIO	1997	130	77.0759566	600
HLTHPRIO	2000	130	74.64589235	600
HOMOADCH	1979	210	27.5862069	600
HOMOADCH	1981	210	24.41860465	600
HOMOADCH	1985	210	21.59090909	600
HOMOADCH	1986	210	17.58241758	600
HOMOADCH	1991	210	22.98850575	600
HOMOLAW	1979	210	72.94117647	600
HOMOLAW	1981	210	71.59090909	600
HOMOLAW	1985	210	69.31818182	600
HOMOLAW	1986	210	62.5	600
HOMOLAW	1991	210	73.33333333	600
HOMOP2FR	1987	210	13.30998249	3826
HOMOP2FR	1992	210	25.43813064	3534
HOMOP2FR	1994	210	28.27586207	1141
HOMOP2FR	1997	210	31.53368371	3615
HOMOSEX	1983	210	25.45710267	1719
HOMOSEX	1984	210	21.33142448	1647
HOMOSEX	1985	210	19.01595745	1769
HOMOSEX	1987	210	14.7446458	1390
HOMOSEX	1989	210	20.47619048	1470
HOMOSEX	1990	210	21.65820643	1354
HOMOSEX	1993	210	26.36433513	1494
HOMOSEX	1995	210	34.83935743	1182
HOMOSEX	1998	210	38.35616438	1080
HOMOSEX	1999	210	41.55251142	1055
HOMOSEX	2000	210	46.81925278	3426
HOMOSEX	2003	210	51.95530726	2148
IDCARDS	1990	200	52.01793722	1163
IDCARDS	1994	200	33.24742268	986
IDCARDS	1996	200	25.51724138	2068
IDCARDS	2004	200	16.48690293	833
IDCARDS	2005	200	29.24901186	600
IMBGECO	2002	400	37.62237762	600
IMBGECO	2004	400	42.46031746	600
IMMBACK	1974	400	51.56062425	2292
IMMBACK	1979	400	63.21525886	1856
IMMBACK	1981	400	46.05263158	600
IMMBACK	1983	400	60.81081081	600
IMMCULT	2002	400	56.88545689	600
IMMCULT	2004	400	51.68539326	600
IMMEXCLU	1995	400	7.613636364	1078
IMMEXCLU	1996	400	8.911483254	2068
IMMIGRT	1963	400	12.63157895	600
IMMIGRT	1964	400	13.82978723	600
IMMIGRT	1966	400	14.73684211	600
IMMIGRT	1969	400	10.30927835	600
IMMIGRT	1970	400	10.52631579	600
IMMIGRT	1979	400	13.9431121	1893
IMMIGRT	2005	400	18.47599165	600
IMMIGRT1	1995	400	60.90909091	1027
IMMIGRT1	2001	400	42.55780347	2191
IMMIGRT1	2003	400	41.69611307	843
IMMIGRT1	2005	400	37.64757324	3226
IMMIGRT2	1995	400	30.82437276	1078
IMMIGRT2	2001	400	36.24454148	2191
IMMIGRT2	2003	400	34.52157598	880
IMMIGRT2	2005	400	46.8013468	3226
IMMIGRT3	1995	400	33.94255875	1077
IMMIGRT3	2003	400	39.93660856	881
IMMIGRT4	1995	400	75.47683924	1080
IMMIGRT4	2001	400	70.79240341	2191
IMMIGRT4	2003	400	54.00372439	881
IMMIGRT4	2005	400	63.76963351	1201
IMMIGRT5	1967	400	13.04347826	600
IMMIGRT5	1968	400	20.77922078	600
IMMIGRT5	1972	400	29.85074627	600
IMMIGRT5	1976	400	25.67567568	600
IMMIGRT5	1978	400	30.76923077	600
IMMIGRT6	1972	400	28	600
IMMIGRT6	1976	400	16.66666667	600
IMMIGRT6	1978	400	31.25	600
IMMIGRT6	1978	400	31.81818182	600
IMMJOBPR	1990	400	46.56432749	600
IMMJOBPR	1998	400	43.37101747	600
IMMJOBPR	1999	400	35.5912744	600
IMMMANY	2004	400	19.56521739	600
IMMMANY	2005	400	19.27710843	600
IMMMANY2	1989	400	22.22222222	600
IMMMANY2	1994	400	34.02061856	600
IMMMANY2	1997	400	36.45833333	600
IMMMANY2	1999	400	37.5	600
IMMMANY2	2000	400	20.48192771	600
IMMMANY2	2002	400	23.75	600
IMMNUMB	1995	400	5.710306407	1078
IMMNUMB	2003	400	7.5	881
IMMRELAT	1968	400	36.36363636	600
IMMRELAT	1968	400	33.73493976	600
IMMRELAT	1971	400	40.22988506	600
IMMRELAT	1972	400	36.04651163	600
IMMRELAT	1976	400	28.73563218	600
IMMRELAT	1978	400	37.93103448	600
IMMRELAT	1978	400	36.47058824	600
IMWBCNT	2002	400	41.85393258	600
IMWBCNT	2004	400	43.26530612	600
INCDIFCC	1985	160	68.75	1488
INCDIFCC	1986	160	73.71916509	1312
INCDIFCC	1987	160	73.87387387	1173
INCDIFCC	1990	160	69.6485623	1154
INCDIFCC	1991	160	76.75233645	1026
INCDIFCC	1993	160	74.53222453	1204
INCDIFCC	1996	160	68.28135368	2008
INCDIFCC	1999	160	82	791
INCDIFCC	2000	160	74.86631016	922
INCDIFCC	2004	160	59.02555911	1722
INCDIFFS	1987	160	87.25099602	1179
INCDIFFS	1991	160	90.82872928	1034
INCDIFFS	1999	160	93.15263909	819
INCDIFFS	2004	160	83.68298368	1721
INCEQUAL	1990	160	26.99228792	1483
INCEQUAL	1998	160	52.12038304	1092
INCEQUAL	1999	160	47.42698192	1000
INCLMTS	1992	160	31.12066041	600
INCLMTS	1994	160	29.91030359	600
INCLMTS	1996	160	33.50665054	600
INCLMTS	1998	160	33.4179971	600
INCLMTS	2001	160	25.67883032	600
INCLMTS	2003	160	23.42935187	600
INDENVIR	1990	500	91.28205128	1187
INDENVIR	1991	500	85.16483516	1207
INDENVIR	1993	500	76.06132075	1267
INDENVIR	1994	500	86.62068966	971
INDENVIR	1995	500	84.54301075	1033
INDENVIR	1996	500	90.29003783	1075
INDENVIR	1997	500	91.04665826	1087
INDRESP	1990	100	43.97424103	1482
INDRESP	1999	100	27.11864407	999
INDTAX	1985	150	14.96402878	1503
INDTAX	1986	150	11.20567376	1316
INDTAX	1996	150	31.93277311	1034
INDUST5	1985	110	62.5346901	1501
INDUST5	1986	110	60.20725389	1314
INFCNTRL	1990	180	40.78947368	600
INFCNTRL	1991	180	51.80722892	600
INFCNTRL	1992	180	57.5	600
INFCNTRL	1993	180	60.46511628	600
INFCNTRL	1994	180	62.33766234	600
INFCNTRL	1996	180	50.58823529	600
INFCNTRL	1997	180	44.82758621	600
INFCNTRL	1998	180	40.22988506	600
INFCNTRL	2000	180	42.85714286	600
INFVUNE	1983	180	79.67762326	3954
INFVUNE	1987	180	84.42748092	3826
INFVUNE	1992	180	84.91957105	1774
INFVUNE	1997	180	86.50956284	3590
JOBFRALL	1987	100	71.7921527	1181
JOBFRALL	1991	100	68.08252427	1035
JUSTICE	1985	200	76.92307692	1502
JUSTICE	1986	200	68.99365367	1316
JUSTICE	1990	200	76.57754011	1163
JUSTICE	1994	200	70.64676617	986
JUSTICE	1996	200	67.07168894	994
JUSTICE	2005	200	69.33333333	600
LABINCEQ	1987	160	93.07875895	3826
LABINCEQ	1992	160	91.69349646	1774
LABINCEQ	1997	160	90.94785175	3498
LAWEASY	1978	200	31.76470588	600
LAWEASY	1981	200	51.85185185	600
LAWEASY	1987	200	52.38095238	600
LAWEASY	1990	200	57.31707317	600
LEGCAN	1983	210	13.81716678	1609
LEGCAN	1993	210	24.71042471	1268
LEGCAN	1995	210	34.79188901	1077
LEGCAN	2001	210	48.49246231	952
LORDS	1983	810	36.89258312	1719
LORDS	1994	810	57.94297352	1140
LORDS	1996	810	66.36636637	1171
LORDS	1998	810	73.8410596	1025
LORDS	1999	810	70.22587269	1066
LORDS00	2000	810	56.78766783	2293
LORDS00	2002	810	55.2385637	2284
LORDS00	2005	810	51.04166667	600
LORDS2	1957	810	39.21568627	600
LORDS2	1965	810	35.8490566	600
LORDS2	1968	810	45.83333333	600
LORDS2	1975	810	39.62264151	600
LORDS2	1996	810	54.71698113	600
LORDS2	1998	810	43.5483871	600
MIDTAX	2003	150	9.433962264	2074
MIDTAX	2005	150	11.76470588	2011
MODTEACH	1974	210	25.74349442	2365
MODTEACH	1978	210	21.81818182	600
MODTEACH	1979	210	21.14125351	1893
MODTEACH	1981	210	30.90909091	600
MODTEACH	1987	210	40.35087719	600
MODTEACH	1990	210	46.03174603	600
MONARCHY	1983	800	13.60981308	1712
MONARCHY	1994	800	33.33333333	1125
MONARCHY	1995	800	34.00160385	1247
MONARCHY	1996	800	32.58426966	1157
MONARCHY	1998	800	35.02994012	1002
MONARCHY	1999	800	31.03122044	1057
MONARCHY	2000	800	34.61538462	2262
MONARCHY	2002	800	30.69216758	1098
MONARCHY	2003	800	40.31900753	2257
MONARCHY	2005	800	30.84677419	600
MONARCHY2	1992	800	33.33333333	600
MONARCHY2	1993	800	27.27272727	600
MONARCHY2	1993	800	23.91304348	600
MONARCHY2	1993	800	25	600
MONARCHY2	1994	800	25	600
MONARCHY2	1995	800	28.88888889	600
MONARCHY2	1995	800	36.58536585	600
MONARCHY2	1996	800	37.77777778	600
MONARCHY2	1996	800	34.04255319	600
MONARCHY2	1997	800	42.30769231	600
MONARCHY2	1998	800	32.43243243	600
MONARCHY2	2000	800	28.94736842	600
MONREPRF	1999	800	20.43010753	600
MONREPRF	1999	800	17.77777778	600
MONREPRF	2001	800	21.97802198	600
MONREPRF	2001	800	21.34831461	600
MONREPRF	2001	800	23.07692308	600
MONREPRF	2002	800	20.43010753	600
MONVSREP	1993	800	20.68965517	600
MONVSREP	1994	800	18.88888889	600
MONVSREP	1994	800	21.97802198	600
MONVSREP	1997	800	19.78021978	600
MONVSREP	1998	800	20.43010753	600
MONVSREP	1998	800	17.58241758	600
MONVSREP	1998	800	17.77777778	600
MONVSREP	1999	800	17.77777778	600
MONVSREP	1999	800	19.78021978	600
MONVSREP	2000	800	22.58064516	600
MONVSREP	2000	800	17.04545455	600
MONVSREP	2002	800	21.11111111	600
MONVSREP	2005	800	25.28735632	600
MOREWELF	1987	120	71.39852787	1243
MOREWELF	1989	120	79.79166667	2529
MOREWELF	1991	120	76.84325505	2427
MOREWELF	1993	120	72.45382586	2595
MOREWELF	1994	120	68.23037622	2958
MOREWELF	1995	120	68.43956044	3146
MOREWELF	1996	120	62.03703704	3103
MOREWELF	1998	120	62.52860412	2546
MOREWELF	1999	120	58.4861029	2478
MOREWELF	2000	120	56.2992126	2991
MOREWELF	2001	120	62.8600823	2821
MOREWELF	2002	120	62.39689471	2929
MOREWELF	2003	120	62.66447368	881
MOREWELF	2004	120	53.22033898	2610
MOREWELF	2005	120	53.91566265	600
MRCHYABO	1984	800	6.097560976	600
MRCHYABO	1987	800	6.41025641	600
MRCHYABO	1987	800	7.352941176	600
MRCHYABO	1989	800	10.76923077	600
MRCHYABO	1990	800	8.695652174	600
MRCHYABO	1991	800	20	600
MRCHYABO	1992	800	21.875	600
MRCHYABO	1992	800	31.48148148	600
MRCHYABO	1994	800	22.95081967	600
MRCHYABO	1994	800	29.8245614	600
MRCHYABO	1996	800	33.33333333	600
MRCHYABO	1996	800	27.5862069	600
MRCHYABO	1997	800	23.52941176	600
MRCHYABO	1997	800	24.24242424	600
MRCHYABO	1997	800	27.27272727	600
MRCHYABO	1997	800	23.1884058	600
MRCHYABO	1997	800	19.64285714	600
MRCHYABO	1997	800	21.42857143	600
MRCHYABO	1998	800	22.05882353	600
MRCHYABO	2000	800	16.66666667	600
MRCHYABO	2000	800	20.37037037	600
MRCHYABO	2002	800	22.03389831	600
MRCHYLUX	1987	800	31.03448276	600
MRCHYLUX	1990	800	25.53191489	600
MRCHYLUX	1991	800	44.68085106	600
MRCHYLUX	1996	800	46.15384615	600
MRCHYLUX	2000	800	42.10526316	600
MRCHYMON	1972	800	50	600
MRCHYMON	1990	800	53.19148936	600
MRCHYMON	1991	800	69.56521739	600
MRCHYMON	1992	800	80.85106383	600
MRCHYMON	2000	800	68.8172043	600
NATLAND	1963	130	36	600
NATLAND	1963	130	45.20547945	600
NATNL1	1987	130	34.83146067	3826
NATNL1	1992	130	52.09542231	3534
NATNL1	1997	130	67.03524534	3615
NATNL2	1987	130	44.71605867	3826
NATNL2	1992	130	20.72304713	1773
NATNL2	1997	130	66.69502339	3472
NATNL2P	1992	130	55.61277034	1407
NATNL2P	1994	130	67.27688787	1833
NATNL2P	1995	130	67.14150047	1505
NATNL2P	1996	130	66.92759295	1367
NATNL2P	1997	130	64.32989691	1384
NATNL3	1953	130	30	600
NATNL3	1957	130	40	600
NATNL3	1959	130	30	600
NATNL3	1963	130	40.90909091	600
NATNL3	1963	130	36.36363636	600
NATNL3	1964	130	36.95652174	600
NATNL3	1964	130	47.82608696	600
NATNL3	1968	130	17.30769231	600
NATNL3	1971	130	43.18181818	600
NATNL4	1973	130	47.72727273	600
NATNL4	1973	130	47.72727273	600
NATNL4	1974	130	42.22222222	600
NATNL4	1975	130	29.54545455	600
NATNL4	1976	130	23.07692308	600
NATNLSTN	1986	130	31.98127925	1548
NATNLSTN	1989	130	53.05719921	1462
NATNLSTN	1990	130	54.62184874	1353
NATPRIV	1963	130	52.04991087	600
NATPRIV	1964	130	57.41324921	657
NATPRIV	1966	130	56.48148148	639
NATPRIV	1974	130	59.54465849	2287
NATPRIV	1974	130	53.39892665	2431
NATPRIV	1979	130	29.64824121	1863
NATPRIV	1983	130	29.49571836	3955
NATPRIV	2005	130	73.67021277	600
NATPRIV2	1988	130	60.71428571	600
NATPRIV2	1988	130	57.69230769	600
NATPRIV2	1989	130	61.53846154	600
NATPRIV2	1989	130	73.07692308	600
NATPRIV2	1989	130	64.1509434	600
NATPRIV2	1989	130	65.45454545	600
NATSTEEL	1964	130	29.62962963	600
NATSTEEL	1965	130	25	600
NATSTEEL	1966	130	32.09876543	600
NATSTEEL2	1949	130	35.44303797	600
NATSTEEL2	1949	130	32.05128205	600
NATSTEEL2	1950	130	39.02439024	600
NEWTECH	1985	100	90.62209842	1501
NEWTECH	1987	100	90.94874591	1244
NEWTECH	1990	100	94.01555955	2348
NHSFUNDS	1974	140	91.08818011	2365
NHSFUNDS	1979	140	93.01659989	1893
NHSFUNDS	1981	140	91.4893617	600
NHSFUNDS	1983	140	94.73684211	600
NHSLIMIT	1983	160	68.60537836	1719
NHSLIMIT	1984	160	75.21367521	1645
NHSLIMIT	1986	160	71.47313692	3065
NHSLIMIT	1987	160	72.62225645	2766
NHSLIMIT	1989	160	77.36860922	2931
NHSLIMIT	1990	160	76.74328009	2698
NHSLIMIT	1993	160	78.03754871	2945
NHSLIMIT	1994	160	79.25250147	3469
NHSLIMIT	1995	160	76.9729425	3633
NHSLIMIT	1996	160	78.76905703	3620
NHSLIMIT	1998	160	73.30081301	3145
NHSLIMIT	2000	160	76.09668756	3426
NHSLIMIT	2001	160	72.46240602	2180
NHSLIMIT	2002	160	75.32701849	2285
NHSLIMIT	2003	160	72.58996002	2283
NHSLIMIT	2004	160	77.05544933	3199
NHSLIMIT	2005	160	75.4332314	600
NOTRUDS2	1992	110	67.34059098	3304
NOTRUDS2	1994	110	69.93630573	971
NOTRUDS2	1997	110	70.02141328	3093
NOTRUDS2	1998	110	74.50657895	843
NOTRUDS2	2001	110	82.89017341	2191
NOTRUNS	1994	110	78.72527473	2958
NOTRUNS	1996	110	78.82352941	600
NOTRUNS	1996	110	78.31325301	600
NOTRUNS	1996	110	79.18088737	3104
NOTRUNS	1997	110	77.24935733	1088
NOTRUNS	2001	110	82.89017341	2191
NOTRUNS	2005	110	82.78502931	2326
NUCENER1	1976	500	27.77777778	600
NUCENER1	1979	500	27.41935484	600
NUCENER1	1980	500	30.50847458	600
NUCENER1	1983	500	38.7755102	600
NUCENER1	1984	500	40.74074074	600
NUCENER1	1984	500	37.5	600
NUCENER1	1985	500	37.03703704	600
NUCENER2	1987	500	56.66666667	600
NUCENER2	1987	500	62.26415094	600
NUCENER2	1988	500	62.26415094	600
NUCENER2	1989	500	58.49056604	600
NUCENER2	1991	500	65.78947368	600
NUCENER3	1976	500	64.1509434	600
NUCENER3	1979	500	72.4137931	600
NUCENER3	1980	500	68.51851852	600
NUCENER3	1983	500	75	600
NUCENER3	1984	500	74.57627119	600
NUCENER3	1984	500	75.86206897	600
NUCENER3	1985	500	76.19047619	600
NUCENER3	1987	500	79.66101695	600
NUCENER3	1987	500	84.28571429	600
NUCENER3	1988	500	85.50724638	600
NUCENER3	1989	500	86.95652174	600
NUCENER3	1991	500	91.78082192	600
NUCPOWER	1983	500	77.30263158	3955
NUCPOWER	1987	500	82.65582656	3826
NUCPOWER	1992	500	86.73913043	3534
NUCSAFE	1980	500	31.1827957	600
NUCSAFE	1983	500	33.33333333	600
NUCSAFE	1984	500	34.375	600
NUCSAFE	1984	500	34.40860215	600
NUCSAFE	1985	500	35.78947368	600
NUCSAFE	1987	500	35.41666667	600
NUCSAFE	1987	500	39.17525773	600
NUCSAFE	1988	500	42.42424242	600
NUCSAFE	1989	500	47.42268041	600
NUCSAFE	1991	500	43.75	600
NUCWASTE	1984	500	53.93258427	600
NUCWASTE	1984	500	53.93258427	600
NUCWASTE	1985	500	55.55555556	600
NUCWASTE	1987	500	57.47126437	600
NUCWASTE	1987	500	63.33333333	600
NUCWASTE	1988	500	66.66666667	600
NUCWASTE	1989	500	71.73913043	600
NUCWASTE	1991	500	69.31818182	600
NUDSEX	1974	210	8.010171647	2305
NUDSEX	1978	210	5.084745763	600
NUDSEX	1979	210	6.274206042	1870
NUDSEX	1981	210	10.52631579	600
NUDSEX	1983	210	6.379707917	3955
NUDSEX	1987	210	11.66666667	600
NUDSEX	1987	210	4.929308368	3826
NUDSEX	1990	210	17.24137931	600
NUDSEX	1992	210	7.699115044	3534
NUDSEX	1994	210	7.995079951	1141
OBEY	1986	210	7.80322307	1315
OBEY	1987	210	6.323396567	1244
OBEY	1989	210	5.319624497	2528
OBEY	1990	210	8.017928287	2348
OBEY	1991	210	7.833655706	1220
OBEY	1993	210	4.47761194	1327
OBEY	1994	210	6.225680934	2957
OBEY	1995	210	5.619596542	3146
OBEY	1996	210	5.211848519	3104
OBEY	1998	210	5.101580135	2545
OBEY	1999	210	5.458715596	2477
OBEY	2000	210	5.157375806	2991
OBEY	2001	210	6.82552504	2823
OBEY	2002	210	5.958447668	2929
OBEY	2003	210	6.195516812	3634
OBEY	2004	210	4.025974026	2610
OBEY	2005	210	5.298759865	600
OBEYLAW	1983	210	46.44744568	1720
OBEYLAW	1984	210	42.68142681	1645
OBEYLAW	1986	210	43.93139842	1549
OBEYLAW	1989	210	48.98813678	1462
OBEYLAW	1991	210	47.35336195	1422
OBEYLAW	1994	210	57.60576058	1141
OBEYLAW	1996	210	57.3959256	1171
OBEYLAW	2005	210	58.24742268	600
PAYDISP	1958	110	56.4516129	600
PAYDISP	1959	110	52.17391304	600
PAYDISP	1960	110	53.62318841	600
PCNOSOLC	1990	200	89.91354467	1162
PCNOSOLC	1994	200	90.66666667	987
PCNOSOLC	1996	200	85.29244747	2068
PCNOSOLC	2004	200	78.83211679	834
PCNOSOLC	2005	200	69.87951807	600
PENSIONS	1961	140	98.7804878	600
PENSIONS	1961	140	97.59036145	600
PENSIONS	1965	140	97.10144928	600
PENSIONS	1967	140	97.26027397	600
PENSIONS	1968	140	97.33333333	600
PENSIONS	1975	140	95.3125	600
PENSIONS	1976	140	95.16129032	600
PENSIONS	1976	140	94.91525424	600
PENSIONS	1977	140	95.38461538	600
PENSIONS	1977	140	96.82539683	600
PENSIONS	1978	140	97.77777778	600
PENSIONS	1979	140	96.2962963	600
PENSIONS	1980	140	98.33333333	600
PENSIONS	1982	140	98.50746269	600
PENSIONS	1983	140	98.46153846	600
PENSIONS	1983	140	96.96969697	600
PENSIONS	1985	140	98.5915493	600
PENSIONS	1985	140	97.26027397	600
PENSIONS	1986	140	98.71794872	600
PENSIONS	1986	140	98.75	600
PENSIONS	1988	140	98.7654321	600
PENSIONS	1988	140	98.7804878	600
PENSIONS	1990	140	100	600
PENSIONS	1990	140	98.82352941	600
PENSIONS	1991	140	98.75	600
PENSIONS	1992	140	98.7804878	600
PENSIONS	1993	140	98.80952381	600
PENSIONS	1993	140	98.7804878	600
PENSIONS	1995	140	100	600
PICKET	1972	110	25.80645161	600
PICKET	1974	110	30.76923077	600
POORTAX	2003	160	94.52054795	2074
POORTAX	2005	160	92.64705882	2011
PORNO	1983	210	8.056872038	1610
PORNO	1987	210	10.38495971	1245
PORNO	1989	210	8.495575221	1273
PORNO	1990	210	10.54158607	1164
PORNO	1994	210	12.48541424	986
PORNO	1995	210	20.04454343	1032
POSTMAT	1973	250	20.1623816	1933
POSTMAT	1976	250	17.44966443	1051
POSTMAT	1977	250	9.145129225	2177
POSTMAT	1978	250	19.57796014	2159
POSTMAT	1979	250	33.08080808	1104
POSTMAT	1980	250	20.4950495	2287
POSTMAT	1981	250	20.41062802	2149
POSTMAT	1982	250	37.29050279	2003
POSTMAT	1983	250	32.83378747	1997
POSTMAT	1984	250	39.09512761	2124
POSTMAT	1985	250	35.81560284	2177
POSTMAT	1986	250	36.92946058	2055
POSTMAT	1987	250	44.11764706	1974
POSTMAT	1988	250	48.23677582	2032
POSTMAT	1989	250	51.01469559	3934
POSTMAT	1990	250	43.41666667	3000
POSTMAT	1991	250	43.56351236	3000
POSTMAT	1992	250	42.23549488	2999
POSTMAT	1993	250	36.45104895	3000
POSTMAT	1994	250	44.54022989	1000
POSTMAT	1997	250	41.89189189	1011
POSTMAT	1999	250	38.03191489	1044
POWERIND	1989	110	73.07692308	600
POWERIND	1991	110	82.35294118	600
POWERIND	1992	110	88.67924528	600
POWERIND	1993	110	91.66666667	600
POWERIND	1994	110	88.33333333	600
POWERIND	1995	110	90	600
POWERIND	1995	110	91.80327869	600
POWERIND	1997	110	92.59259259	600
PPLENVIR	1990	500	89.29292929	1186
PPLENVIR	1991	500	85.6092437	1207
PPLENVIR	1993	500	74.3498818	1268
PPLENVIR	1994	500	88.76117497	971
PPLENVIR	1995	500	88.97535668	1033
PPLENVIR	1996	500	83.65758755	1076
PPLENVIR	1997	500	84.42728443	1088
PRENTBST	1986	130	29.43305187	1316
PRENTBST	1991	130	43.32892999	1220
PRENTBST	1992	130	48.41485507	3305
PRENTBST	1994	130	53.31491713	2957
PRENTBST	1996	130	66.66666667	600
PRENTBST	1996	130	61.11111111	600
PRENTBST	1996	130	56.59955257	3104
PRENTBST	1997	130	51.55993432	1087
PRENTBST	1997	130	54.12087912	3093
PRENTBST	2001	130	52.32100708	2191
PRENTBST	2001	130	52.32100708	2191
PRENTBST	2005	130	48.30472813	2326
PRENTBST2	1992	130	45.58244232	2675
PRENTBST2	1994	130	55.23255814	1835
PRENTBST2	1995	130	47.50830565	1498
PRENTBST2	1996	130	50.63291139	1347
PRENTBST2	1997	130	40.25670945	1380
PRENTBST2	1998	130	39.64211975	2256
PRENTBST2	2000	130	43.10487201	1919
PRENTBST3	1993	130	58.174734	600
PRENTBST3	1995	130	61.28780792	600
PRENTBST3	1997	130	48.26719339	600
PRENTBST3	2000	130	50.59501673	600
PRENTBST3	2004	130	54.55618973	600
PRISNMOR	1991	200	63.14243759	1413
PRISNMOR	1996	200	50.49377415	2405
PRIVBUSIN	1990	130	31.26873127	1483
PRIVBUSIN	1998	130	37.73584906	1094
PRIVBUSIN	1999	130	34.18647166	1000
PRIVEDUC	1983	130	19.768533	3955
PRIVEDUC	1987	130	23.04781562	3826
PRIVEDUC	1992	130	24.31544359	3534
PRIVEDUC	1997	130	31.53044872	3615
PRIVELECT	1988	130	66.12903226	600
PRIVELECT	1988	130	58.06451613	600
PRIVELECT	1989	130	74.19354839	600
PRIVELECT	1989	130	77.41935484	600
PRIVFAR	1987	130	64.87582362	3826
PRIVFAR	1992	130	79.38816449	3534
PRIVINS	1993	130	65.55279062	600
PRIVINS	1994	130	66.82748882	600
PRIVINS	1995	130	65.65595554	600
PRIVINS	1997	130	64.239338	600
PRIVINS	2000	130	68.85331251	600
PRIVSCH	1984	130	68.3982684	1647
